time,open,high,low,close,volume,VWAP,5SMA,8SMA,13SMA,12EMA,26EMA,MACD,MACDS,RSI
09:00,98.750,98.910,98.750,98.910,801,98.730,98.782,98.826,98.855,98.841,98.869,-0.028,-0.020,54.355
09:01,98.910,98.910,98.910,98.910,0,98.730,98.814,98.827,98.855,98.852,98.872,-0.020,-0.020,54.355
09:02,98.910,98.910,98.910,98.910,0,98.730,98.846,98.829,98.856,98.861,98.875,-0.014,-0.019,54.355
09:03,98.910,98.910,98.910,98.910,0,98.730,98.878,98.830,98.857,98.868,98.878,-0.009,-0.017,54.355
09:04,98.800,98.800,98.800,98.800,495,98.734,98.888,98.836,98.849,98.858,98.872,-0.014,-0.016,36.747
09:05,98.800,98.800,98.800,98.800,0,98.734,98.866,98.842,98.842,98.849,98.867,-0.018,-0.016,36.747
09:06,98.800,98.800,98.800,98.800,0,98.734,98.844,98.849,98.834,98.841,98.862,-0.020,-0.017,36.747
09:07,98.500,98.610,98.500,98.610,1220,98.714,98.784,98.831,98.812,98.806,98.843,-0.037,-0.021,21.631
09:08,98.610,98.610,98.610,98.610,0,98.714,98.724,98.794,98.789,98.776,98.826,-0.050,-0.027,21.631
09:09,98.610,98.610,98.610,98.610,0,98.714,98.686,98.756,98.778,98.750,98.810,-0.060,-0.034,21.631
09:10,98.610,98.610,98.610,98.610,0,98.714,98.648,98.719,98.768,98.729,98.795,-0.066,-0.040,21.631
09:11,98.610,98.610,98.610,98.610,0,98.714,98.610,98.681,98.757,98.710,98.781,-0.071,-0.046,21.631
09:12,98.510,98.510,98.510,98.510,1463,98.688,98.590,98.645,98.738,98.680,98.761,-0.082,-0.053,16.467
09:13,98.510,98.510,98.510,98.510,0,98.688,98.570,98.609,98.708,98.653,98.743,-0.089,-0.060,16.467
09:14,98.510,98.510,98.510,98.510,0,98.688,98.550,98.573,98.677,98.631,98.725,-0.094,-0.067,16.467
09:15,98.510,98.510,98.510,98.510,0,98.688,98.530,98.560,98.646,98.613,98.709,-0.097,-0.073,16.467
09:16,98.800,98.800,98.800,98.800,105,98.689,98.568,98.584,98.638,98.642,98.716,-0.075,-0.073,56.739
09:17,98.750,98.750,98.750,98.750,980,98.694,98.616,98.601,98.634,98.658,98.719,-0.060,-0.071,52.084
09:18,98.750,98.750,98.750,98.750,0,98.694,98.664,98.619,98.630,98.672,98.721,-0.049,-0.066,52.084
09:19,98.750,98.750,98.750,98.750,0,98.694,98.712,98.636,98.626,98.684,98.723,-0.039,-0.061,52.084
09:20,98.750,98.750,98.750,98.750,0,98.694,98.760,98.666,98.637,98.694,98.725,-0.031,-0.055,52.084
09:21,98.750,98.750,98.750,98.750,0,98.694,98.750,98.696,98.648,98.703,98.727,-0.024,-0.049,52.084
09:22,98.750,98.750,98.750,98.750,0,98.694,98.750,98.726,98.658,98.710,98.729,-0.018,-0.043,52.084
09:23,98.750,98.750,98.750,98.750,0,98.694,98.750,98.756,98.669,98.716,98.730,-0.014,-0.037,52.084
09:24,98.750,98.750,98.750,98.750,0,98.694,98.750,98.750,98.680,98.721,98.732,-0.010,-0.032,52.084
09:25,98.750,98.750,98.750,98.750,0,98.694,98.750,98.750,98.698,98.726,98.733,-0.007,-0.027,52.084
09:26,98.750,98.750,98.750,98.750,0,98.694,98.750,98.750,98.717,98.730,98.734,-0.005,-0.022,52.084
09:27,98.750,98.750,98.750,98.750,0,98.694,98.750,98.750,98.735,98.733,98.735,-0.003,-0.018,52.084
09:28,98.700,98.700,98.700,98.700,325,98.694,98.740,98.744,98.750,98.728,98.733,-0.005,-0.016,43.926
09:29,98.780,98.780,98.220,98.220,6146,98.602,98.634,98.678,98.705,98.650,98.695,-0.045,-0.022,16.769
09:30,98.440,98.505,97.900,98.080,243550,98.162,98.500,98.594,98.654,98.562,98.649,-0.087,-0.035,14.042
09:31,98.120,98.320,97.800,97.840,33093,98.141,98.318,98.480,98.584,98.451,98.589,-0.138,-0.056,10.800
09:32,97.860,98.080,97.710,98.010,55526,98.106,98.170,98.388,98.527,98.383,98.546,-0.163,-0.077,24.158
09:33,97.960,98.300,97.936,98.270,20485,98.110,98.084,98.327,98.490,98.366,98.526,-0.160,-0.094,39.163
09:34,98.240,98.500,98.160,98.260,32259,98.126,98.092,98.266,98.452,98.349,98.506,-0.157,-0.106,38.845
09:35,98.235,98.235,97.950,98.090,45451,98.123,98.094,98.184,98.402,98.310,98.475,-0.166,-0.118,33.813
09:36,98.110,98.310,97.985,98.240,20011,98.125,98.174,98.126,98.362,98.299,98.458,-0.159,-0.126,41.067
09:37,98.200,98.370,98.190,98.300,20648,98.132,98.232,98.136,98.328,98.299,98.446,-0.147,-0.131,43.724
09:38,98.310,98.310,98.130,98.220,45120,98.140,98.222,98.154,98.287,98.287,98.430,-0.143,-0.133,41.066
09:39,98.170,98.170,97.994,98.020,50937,98.133,98.174,98.176,98.231,98.246,98.399,-0.153,-0.137,35.289
09:40,98.020,98.210,97.950,98.210,34838,98.132,98.198,98.201,98.189,98.240,98.385,-0.145,-0.139,43.430
09:41,98.190,98.330,98.110,98.230,27868,98.136,98.196,98.196,98.153,98.239,98.374,-0.135,-0.138,44.226
09:42,98.240,98.410,98.160,98.395,25635,98.144,98.215,98.213,98.167,98.263,98.375,-0.113,-0.133,50.420
09:43,98.380,98.570,98.350,98.350,59929,98.167,98.241,98.246,98.187,98.276,98.373,-0.097,-0.126,48.827
09:44,98.370,98.550,98.310,98.400,42989,98.181,98.317,98.266,98.230,98.295,98.375,-0.080,-0.117,50.691
09:45,98.380,98.490,98.250,98.250,22724,98.186,98.325,98.259,98.249,98.288,98.366,-0.078,-0.109,45.354
09:46,98.270,98.430,98.210,98.360,13215,98.188,98.351,98.277,98.256,98.299,98.366,-0.066,-0.100,49.549
09:47,98.345,98.622,98.320,98.580,16388,98.195,98.388,98.347,98.280,98.342,98.382,-0.039,-0.088,56.706
09:48,98.620,98.630,98.425,98.430,34231,98.207,98.404,98.374,98.307,98.356,98.385,-0.029,-0.076,51.353
09:49,98.430,98.500,98.380,98.460,14094,98.211,98.416,98.403,98.323,98.372,98.391,-0.019,-0.065,52.325
09:50,98.470,98.470,98.160,98.160,24665,98.212,98.398,98.374,98.313,98.339,98.374,-0.034,-0.059,43.086
09:51,98.160,98.280,98.020,98.115,39132,98.209,98.349,98.344,98.305,98.305,98.354,-0.050,-0.057,41.891
09:52,98.123,98.480,98.100,98.370,18336,98.211,98.307,98.341,98.332,98.315,98.356,-0.041,-0.054,50.302
09:53,98.370,98.500,98.350,98.420,17211,98.215,98.305,98.362,98.348,98.331,98.360,-0.029,-0.049,51.776
09:54,98.415,98.442,98.290,98.310,17971,98.217,98.275,98.356,98.354,98.328,98.357,-0.029,-0.045,48.376
09:55,98.300,98.470,98.300,98.390,23907,98.221,98.321,98.332,98.353,98.337,98.359,-0.022,-0.040,50.901
09:56,98.400,98.480,98.335,98.350,19717,98.225,98.368,98.322,98.353,98.339,98.358,-0.019,-0.036,49.595
09:57,98.370,98.370,98.310,98.310,13748,98.226,98.356,98.303,98.347,98.335,98.355,-0.020,-0.033,48.262
09:58,98.300,98.352,98.260,98.260,10408,98.227,98.324,98.316,98.347,98.323,98.348,-0.025,-0.031,46.576
09:59,98.270,98.440,98.270,98.420,23899,98.230,98.346,98.354,98.352,98.338,98.353,-0.015,-0.028,52.316
