time,open,high,low,close,volume
08:30,150.600,151.690,149.990,151.010,58196
08:31,151.290,152.000,151.280,151.670,44086
08:32,151.890,151.890,150.500,150.860,33790
08:33,150.760,151.500,150.654,151.380,24835
08:34,151.380,151.679,151.300,151.679,12544
08:35,151.600,151.676,151.200,151.310,32388
08:36,151.340,151.653,151.340,151.440,11520
08:37,151.260,151.290,151.090,151.130,9130
08:38,151.310,151.310,151.220,151.290,8351
08:39,151.192,151.192,151.080,151.100,7974
08:40,151.100,151.300,151.070,151.300,16211
08:41,151.400,151.500,151.250,151.250,16730
08:42,151.300,151.369,151.150,151.300,14242
08:43,151.400,151.590,151.400,151.550,15744
08:44,151.560,151.650,151.550,151.630,6240
08:45,151.650,151.660,151.550,151.560,9966
08:46,151.660,151.660,151.450,151.490,15935
08:47,151.450,151.610,151.450,151.600,14316
08:48,151.600,151.680,151.600,151.670,9672
08:49,151.630,151.650,151.460,151.460,5521
08:50,151.450,151.530,151.216,151.530,21176
08:51,151.530,151.570,151.480,151.500,5809
08:52,151.420,151.420,151.200,151.340,8973
08:53,151.390,151.480,151.350,151.420,6158
08:54,151.442,151.460,151.430,151.430,2830
08:55,151.440,151.500,151.270,151.270,3984
08:56,151.260,151.260,151.145,151.190,6476
08:57,151.250,151.250,151.190,151.240,7133
08:58,151.210,151.220,151.090,151.200,8183
08:59,151.170,151.210,151.040,151.040,16687
09:00,151.040,151.130,151.040,151.110,8501
09:01,151.110,151.238,151.090,151.229,13106
09:02,151.210,151.210,151.000,151.030,7221
09:03,151.050,151.500,150.920,151.410,23565
09:04,151.310,151.400,151.260,151.270,5405
09:05,151.270,151.270,151.000,151.190,12403
09:06,151.190,151.280,150.940,151.190,10757
09:07,151.170,151.290,151.170,151.190,2609
09:08,151.210,151.270,151.160,151.160,6319
09:09,151.180,151.190,151.170,151.180,3865
09:10,151.190,151.200,151.190,151.200,920
09:11,151.130,151.130,151.030,151.050,6076
09:12,151.130,151.150,151.050,151.050,2237
09:13,151.030,151.060,150.910,150.910,8227
09:14,150.900,150.900,150.500,150.510,22606
09:15,150.600,150.740,150.540,150.650,9889
09:16,150.700,150.700,150.570,150.590,6163
09:17,150.590,150.630,150.590,150.620,6524
09:18,150.610,150.620,150.500,150.500,15162
09:19,150.600,150.600,150.410,150.430,8654
09:20,150.460,150.540,150.430,150.540,5791
09:21,150.600,150.640,150.550,150.600,4045
09:22,150.560,150.560,150.410,150.410,6860
09:23,150.440,150.500,150.421,150.500,6218
09:24,150.500,150.500,150.440,150.440,5080
09:25,150.410,150.410,150.190,150.260,20510
09:26,150.250,150.330,150.200,150.250,13242
09:27,150.200,150.250,150.120,150.210,25647
09:28,150.260,150.490,150.130,150.130,8559
09:29,150.190,150.320,150.150,150.210,11918
09:30,150.210,150.510,149.870,150.230,970030
09:31,150.250,150.250,149.550,149.880,533044
09:32,149.890,150.310,149.760,150.200,307709
09:33,150.170,150.440,149.920,150.080,231873
09:34,150.080,150.170,149.871,149.898,207501
09:35,149.890,150.000,149.704,149.779,207668
09:36,149.760,149.930,149.720,149.770,169377
09:37,149.760,149.950,149.760,149.850,201680
09:38,149.850,149.950,149.560,149.670,271372
09:39,149.655,149.740,149.650,149.660,266048
09:40,149.660,149.790,149.580,149.620,250324
09:41,149.623,149.690,149.340,149.430,342646
09:42,149.428,149.580,149.300,149.350,243681
09:43,149.350,149.470,149.110,149.170,236294
09:44,149.160,149.285,149.110,149.190,234300
09:45,149.195,149.210,148.970,149.030,404272
09:46,149.050,149.260,149.050,149.110,278086
09:47,149.100,149.180,148.950,149.050,216565
09:48,149.040,149.056,148.890,149.030,156851
09:49,149.030,149.250,148.930,149.080,250675
09:50,149.095,149.220,148.993,149.160,227107
09:51,149.140,149.210,148.940,148.992,209689
09:52,148.990,149.330,148.990,149.200,256054
09:53,149.190,149.450,149.160,149.360,274147
09:54,149.340,149.360,149.120,149.330,169865
09:55,149.330,149.490,149.179,149.420,197006
09:56,149.430,149.690,149.380,149.680,215972
09:57,149.690,149.780,149.630,149.722,227920
09:58,149.710,149.930,149.610,149.920,212897
09:59,149.920,149.959,149.770,149.775,229805
10:00,149.790,150.190,149.780,150.180,344996
10:01,150.180,150.330,150.090,150.270,302485
10:02,150.270,150.270,150.000,150.160,204701
10:03,150.161,150.421,150.000,150.000,329590
10:04,150.000,150.210,149.960,150.085,264887
10:05,150.070,150.330,150.070,150.110,132624
10:06,150.130,150.440,150.100,150.320,197446
10:07,150.300,150.490,150.292,150.360,189269
10:08,150.351,150.375,150.130,150.160,177762
10:09,150.175,150.485,150.143,150.340,199512
10:10,150.331,150.350,150.170,150.190,143532
10:11,150.200,150.360,150.010,150.100,188097
10:12,150.100,150.380,150.040,150.360,144338
10:13,150.340,150.439,150.070,150.100,140888
10:14,150.090,150.140,149.895,149.896,195608
10:15,149.900,150.000,149.780,149.830,188796
10:16,149.820,149.935,149.605,149.620,210073
10:17,149.630,149.810,149.530,149.720,173810
10:18,149.755,149.987,149.730,149.830,133817
10:19,149.821,149.860,149.630,149.640,174647
10:20,149.680,149.870,149.600,149.740,158908
10:21,149.731,149.780,149.480,149.560,207547
10:22,149.560,149.570,149.430,149.482,137872
10:23,149.500,149.520,149.270,149.331,139788
10:24,149.350,149.660,149.300,149.560,174303
10:25,149.590,149.760,149.490,149.550,120104
10:26,149.560,149.645,149.463,149.620,98510
10:27,149.620,149.730,149.570,149.660,100860
10:28,149.630,149.651,149.360,149.430,129801
10:29,149.410,149.520,149.310,149.453,117680
10:30,149.465,149.695,149.370,149.490,147612
10:31,149.490,149.790,149.480,149.710,169519
10:32,149.710,149.750,149.565,149.731,119036
10:33,149.760,149.970,149.470,149.550,230176
10:34,149.560,149.760,149.500,149.760,118152
10:35,149.760,149.930,149.740,149.890,120043
10:36,149.890,150.020,149.830,149.840,133761
10:37,149.830,149.950,149.703,149.820,116260
10:38,149.800,149.950,149.710,149.850,167796
10:39,149.840,149.840,149.690,149.780,106911
10:40,149.800,149.970,149.720,149.750,127328
10:41,149.750,149.760,149.480,149.600,144209
10:42,149.620,149.620,149.329,149.460,116457
10:43,149.460,149.511,149.370,149.450,81739
10:44,149.460,149.480,149.310,149.350,81036
10:45,149.330,149.480,149.285,149.420,110493
10:46,149.410,149.420,149.170,149.280,136968
10:47,149.280,149.380,149.175,149.220,140648
10:48,149.210,149.350,149.170,149.240,116612
10:49,149.240,149.430,149.225,149.410,122622
10:50,149.405,149.540,149.240,149.240,146214
10:51,149.230,149.390,149.170,149.370,167115
10:52,149.360,149.530,149.360,149.510,115667
10:53,149.500,149.720,149.480,149.670,108052
10:54,149.700,149.750,149.610,149.700,107110
10:55,149.690,150.080,149.690,150.050,338824
10:56,150.040,150.170,149.903,150.160,171232
10:57,150.160,150.340,150.120,150.140,181845
10:58,150.150,150.305,150.110,150.300,92106
10:59,150.298,150.520,150.240,150.460,208338
11:00,150.440,150.460,150.201,150.260,190726
