time,open,high,low,close,volume,VWAP,5SMA,8SMA,13SMA,12EMA,26EMA,MACD,MACDS,RSI
09:00,152.670,152.700,152.670,152.700,271,152.959,152.748,152.765,152.743,152.760,152.819,-0.059,-0.070,37.737
09:01,152.700,152.700,152.700,152.700,0,152.959,152.736,152.751,152.748,152.751,152.810,-0.060,-0.068,37.737
09:02,152.750,152.750,152.750,152.750,1394,152.958,152.734,152.744,152.756,152.751,152.806,-0.055,-0.066,44.458
09:03,152.750,152.750,152.750,152.750,0,152.958,152.732,152.743,152.765,152.751,152.802,-0.051,-0.063,44.458
09:04,152.750,152.750,152.750,152.750,0,152.958,152.730,152.741,152.760,152.750,152.798,-0.047,-0.060,44.458
09:05,153.200,153.200,153.200,153.200,204,152.958,152.830,152.796,152.790,152.820,152.828,-0.008,-0.049,74.906
09:06,153.200,153.200,153.200,153.200,0,152.958,152.930,152.851,152.820,152.878,152.855,0.023,-0.035,74.906
09:07,153.200,153.200,153.200,153.200,0,152.958,153.020,152.906,152.850,152.928,152.881,0.047,-0.019,74.906
09:08,153.200,153.200,153.200,153.200,0,152.958,153.110,152.969,152.884,152.970,152.904,0.065,-0.002,74.906
09:09,153.200,153.200,153.200,153.200,0,152.958,153.200,153.031,152.918,153.005,152.926,0.079,0.014,74.906
09:10,153.200,153.200,153.200,153.200,0,152.958,153.200,153.088,152.952,153.035,152.947,0.088,0.029,74.906
09:11,152.890,152.890,152.890,152.890,492,152.958,153.138,153.105,152.962,153.013,152.942,0.070,0.037,47.137
09:12,152.890,152.890,152.890,152.890,0,152.958,153.076,153.123,152.972,152.994,152.939,0.055,0.041,47.137
09:13,152.890,152.890,152.890,152.890,0,152.958,153.014,153.084,152.986,152.978,152.935,0.043,0.041,47.137
09:14,152.890,152.890,152.890,152.890,0,152.958,152.952,153.045,153.001,152.964,152.932,0.033,0.040,47.137
09:15,153.000,153.000,153.000,153.000,501,152.958,152.912,153.020,153.020,152.970,152.937,0.033,0.038,55.084
09:16,153.000,153.000,153.000,153.000,0,152.958,152.934,152.995,153.039,152.974,152.941,0.033,0.037,55.084
09:17,153.000,153.000,153.000,153.000,0,152.958,152.956,152.970,153.058,152.978,152.946,0.033,0.036,55.084
09:18,153.000,153.000,153.000,153.000,0,152.958,152.978,152.945,153.043,152.982,152.950,0.032,0.035,55.084
09:19,153.000,153.000,153.000,153.000,0,152.958,153.000,152.959,153.028,152.985,152.953,0.031,0.035,55.084
09:20,153.000,153.000,153.000,153.000,0,152.958,153.000,152.972,153.012,152.987,152.957,0.030,0.034,55.084
09:21,152.910,152.910,152.910,152.910,805,152.958,152.982,152.975,152.990,152.975,152.953,0.022,0.031,46.216
09:22,152.910,152.910,152.910,152.910,285,152.958,152.964,152.978,152.968,152.965,152.950,0.015,0.028,46.216
09:23,152.950,152.950,152.910,152.910,454,152.958,152.946,152.966,152.945,152.957,152.947,0.009,0.024,46.216
09:24,152.910,152.910,152.910,152.910,0,152.958,152.928,152.955,152.947,152.949,152.944,0.005,0.020,46.216
09:25,152.910,152.910,152.900,152.900,1338,152.958,152.908,152.942,152.948,152.942,152.941,0.001,0.016,45.131
09:26,152.900,152.900,152.900,152.900,0,152.958,152.906,152.930,152.948,152.935,152.938,-0.003,0.013,45.131
09:27,152.900,152.900,152.900,152.900,0,152.958,152.904,152.917,152.949,152.930,152.935,-0.005,0.009,45.131
09:28,152.900,152.900,152.900,152.900,0,152.958,152.902,152.905,152.942,152.925,152.933,-0.007,0.006,45.131
09:29,152.830,152.860,152.550,152.550,1743,152.958,152.830,152.860,152.907,152.868,152.904,-0.037,-0.003,21.429
09:30,152.730,153.680,152.700,153.385,261864,153.255,152.927,152.919,152.937,152.947,152.940,0.007,-0.001,66.556
09:31,153.390,153.390,153.070,153.210,31132,153.252,152.989,152.957,152.953,152.988,152.960,0.028,0.005,58.918
09:32,153.200,153.400,153.160,153.220,28685,153.252,153.053,152.996,152.970,153.023,152.979,0.044,0.013,59.206
09:33,153.230,153.240,152.580,152.720,42349,153.205,153.017,152.973,152.948,152.977,152.960,0.017,0.014,42.978
09:34,152.660,152.910,152.660,152.850,35530,153.170,153.077,152.967,152.943,152.957,152.952,0.005,0.012,47.042
09:35,152.890,153.070,152.810,152.890,32161,153.151,152.978,152.966,152.942,152.947,152.947,-0.000,0.009,48.264
09:36,152.860,153.190,152.860,152.950,44203,153.137,152.926,152.972,152.945,152.947,152.947,-0.000,0.008,50.123
09:37,152.940,153.170,152.900,152.950,63248,153.122,152.872,153.022,152.948,152.948,152.948,0.000,0.006,50.123
09:38,152.980,153.020,152.810,152.835,62914,153.098,152.895,152.953,152.943,152.930,152.939,-0.009,0.003,46.416
09:39,152.833,153.000,152.520,152.530,125218,153.026,152.831,152.868,152.915,152.869,152.909,-0.040,-0.006,38.320
09:40,152.550,153.140,152.480,153.090,56683,153.017,152.871,152.852,152.929,152.903,152.922,-0.020,-0.008,54.137
09:41,153.090,153.380,152.930,152.930,59054,153.022,152.867,152.878,152.932,152.907,152.923,-0.016,-0.010,50.178
09:42,152.960,153.120,152.730,152.765,60957,153.012,152.830,152.868,152.948,152.885,152.911,-0.026,-0.013,46.409
09:43,152.780,152.810,152.240,152.250,69334,152.970,152.713,152.788,152.861,152.787,152.862,-0.075,-0.025,37.053
09:44,152.240,152.360,152.054,152.145,63265,152.923,152.636,152.687,152.779,152.689,152.809,-0.121,-0.044,35.482
09:45,152.160,152.240,152.020,152.050,59544,152.878,152.428,152.574,152.689,152.590,152.753,-0.163,-0.068,34.077
09:46,152.040,152.040,151.620,151.670,66577,152.815,152.176,152.429,152.608,152.449,152.673,-0.224,-0.099,29.103
09:47,151.690,152.080,151.670,151.950,64788,152.767,152.013,152.356,152.539,152.372,152.619,-0.247,-0.129,36.460
09:48,151.970,152.060,151.680,152.060,56498,152.730,151.975,152.227,152.475,152.324,152.578,-0.254,-0.154,39.130
09:49,152.032,152.390,152.032,152.170,39284,152.714,151.980,152.132,152.415,152.300,152.548,-0.247,-0.173,41.770
09:50,152.180,152.310,152.080,152.080,39052,152.698,151.986,152.047,152.348,152.266,152.513,-0.246,-0.187,40.234
09:51,152.130,152.560,152.130,152.275,37268,152.688,152.107,152.050,152.305,152.268,152.495,-0.228,-0.195,44.957
09:52,152.275,152.710,152.275,152.605,32776,152.685,152.238,152.108,152.311,152.320,152.503,-0.184,-0.193,51.887
09:53,152.590,152.630,152.530,152.575,60536,152.680,152.341,152.173,152.271,152.359,152.509,-0.150,-0.184,51.255
09:54,152.600,152.620,152.475,152.520,45313,152.676,152.411,152.279,152.240,152.384,152.510,-0.126,-0.173,50.052
09:55,152.550,152.640,152.470,152.556,56771,152.672,152.506,152.355,152.224,152.410,152.513,-0.103,-0.159,50.874
09:56,152.570,152.610,152.330,152.390,29213,152.668,152.529,152.396,152.234,152.407,152.504,-0.097,-0.146,47.061
09:57,152.380,152.390,152.110,152.250,17294,152.663,152.458,152.406,152.242,152.383,152.485,-0.102,-0.137,44.069
09:58,152.260,152.310,152.110,152.210,29488,152.655,152.385,152.423,152.255,152.356,152.465,-0.108,-0.132,43.223
09:59,152.230,152.250,152.030,152.130,28812,152.647,152.307,152.405,152.290,152.322,152.440,-0.118,-0.129,41.508
10:00,152.150,152.150,151.810,151.950,30017,152.635,152.186,152.323,152.290,152.264,152.404,-0.139,-0.131,37.866
10:01,151.980,151.990,151.570,151.570,83912,152.592,152.022,152.197,152.252,152.158,152.342,-0.184,-0.142,31.569
10:02,151.560,151.571,151.370,151.420,60949,152.555,151.856,152.060,152.195,152.044,152.274,-0.230,-0.159,29.485
10:03,151.425,151.550,151.340,151.410,60101,152.520,151.696,151.916,152.143,151.947,152.210,-0.263,-0.180,29.346
10:04,151.410,151.520,151.280,151.320,62677,152.484,151.534,151.782,152.070,151.850,152.144,-0.294,-0.203,28.063
10:05,151.320,151.500,151.320,151.400,91261,152.437,151.424,151.676,151.977,151.781,152.089,-0.308,-0.224,30.953
10:06,151.390,151.430,151.240,151.395,59994,152.407,151.389,151.574,151.886,151.722,152.037,-0.316,-0.242,30.869
10:07,151.390,151.470,151.270,151.450,43724,152.387,151.395,151.489,151.804,151.680,151.994,-0.314,-0.257,33.010
10:08,151.455,151.630,151.387,151.580,39835,152.371,151.429,151.443,151.729,151.664,151.963,-0.299,-0.265,37.900
10:09,151.570,151.680,151.450,151.680,43550,152.357,151.501,151.457,151.674,151.667,151.942,-0.275,-0.267,41.447
10:10,151.650,151.910,151.615,151.910,18475,152.352,151.603,151.518,151.648,151.704,151.940,-0.236,-0.261,48.695
10:11,151.900,152.160,151.900,152.150,31661,152.349,151.754,151.611,151.643,151.773,151.955,-0.183,-0.245,54.964
10:12,152.180,152.330,152.180,152.220,33098,152.347,151.908,151.723,151.650,151.842,151.975,-0.133,-0.223,56.629
10:13,152.220,152.315,152.030,152.030,29834,152.344,151.998,151.802,151.657,151.871,151.979,-0.108,-0.200,51.108
10:14,152.020,152.050,151.650,151.690,28107,152.338,152.000,151.839,151.666,151.843,151.958,-0.115,-0.183,43.025
10:15,151.680,151.770,151.190,151.230,34994,152.324,151.864,151.811,151.651,151.749,151.904,-0.155,-0.177,34.968
10:16,151.200,151.310,151.110,151.190,44364,152.305,151.672,151.762,151.634,151.663,151.851,-0.188,-0.180,34.365
10:17,151.190,151.250,151.140,151.210,46355,152.284,151.470,151.704,151.626,151.593,151.803,-0.210,-0.186,34.969
10:18,151.220,151.230,151.100,151.130,30215,152.271,151.290,151.606,151.605,151.522,151.753,-0.232,-0.195,33.636
10:19,151.120,151.400,151.105,151.360,65156,152.247,151.224,151.507,151.602,151.497,151.724,-0.227,-0.201,40.639
10:20,151.380,151.390,151.235,151.250,38743,152.233,151.228,151.386,151.587,151.459,151.689,-0.230,-0.207,38.544
10:21,151.250,151.295,150.970,151.100,106889,152.190,151.210,151.270,151.550,151.404,151.646,-0.242,-0.214,35.832
10:22,151.095,151.100,150.900,150.915,42956,152.172,151.151,151.173,151.491,151.328,151.591,-0.263,-0.224,32.769
10:23,150.930,151.190,150.930,151.126,75521,152.143,151.150,151.160,151.431,151.297,151.557,-0.260,-0.231,39.168
10:24,151.150,151.240,151.100,151.170,56038,152.125,151.112,151.158,151.355,151.278,151.528,-0.251,-0.235,40.427
10:25,151.160,151.205,151.020,151.085,19901,152.118,151.079,151.142,151.268,151.248,151.495,-0.247,-0.237,38.743
10:26,151.090,151.090,150.910,150.964,25361,152.109,151.052,151.121,151.186,151.204,151.456,-0.252,-0.240,36.411
10:27,150.990,151.140,150.925,151.070,25595,152.100,151.083,151.085,151.138,151.184,151.427,-0.244,-0.241,39.830
10:28,151.100,151.230,151.010,151.225,22529,152.093,151.103,151.082,151.138,151.190,151.412,-0.222,-0.237,44.511
10:29,151.225,151.250,151.080,151.090,73888,152.070,151.087,151.081,151.130,151.175,151.389,-0.214,-0.233,41.484
10:30,151.070,151.200,150.980,150.990,32328,152.060,151.068,151.090,151.113,151.146,151.359,-0.213,-0.229,39.349
10:31,151.010,151.020,150.830,150.850,63259,152.037,151.045,151.055,151.092,151.101,151.321,-0.221,-0.227,36.516
10:32,150.860,150.880,150.560,150.650,76975,152.006,150.961,150.990,151.037,151.031,151.272,-0.240,-0.230,32.874
10:33,150.660,150.810,150.640,150.790,43027,151.990,150.874,150.954,151.002,150.994,151.236,-0.242,-0.232,37.568
10:34,150.810,150.910,150.730,150.730,26559,151.980,150.802,150.924,150.973,150.954,151.198,-0.245,-0.235,36.393
10:35,150.720,150.720,150.460,150.550,78953,151.948,150.714,150.859,150.945,150.891,151.150,-0.259,-0.240,33.055
10:36,150.550,150.650,150.470,150.580,32191,151.935,150.660,150.779,150.903,150.844,151.108,-0.265,-0.245,34.139
10:37,150.560,150.590,150.470,150.470,59414,151.911,150.624,150.701,150.850,150.786,151.061,-0.275,-0.251,32.087
10:38,150.475,150.530,150.318,150.510,57093,151.888,150.568,150.641,150.805,150.744,151.020,-0.276,-0.256,33.649
10:39,150.519,150.630,150.510,150.600,24345,151.879,150.542,150.610,150.777,150.722,150.989,-0.267,-0.258,37.152
10:40,150.600,150.690,150.560,150.630,23946,151.871,150.558,150.608,150.743,150.707,150.962,-0.255,-0.257,38.321
10:41,150.620,150.660,150.530,150.579,33159,151.859,150.558,150.581,150.694,150.688,150.934,-0.246,-0.255,37.059
10:42,150.580,150.800,150.580,150.730,26446,151.851,150.610,150.581,150.666,150.694,150.919,-0.225,-0.249,43.039
10:43,150.730,150.950,150.700,150.950,25124,151.845,150.698,150.631,150.663,150.734,150.921,-0.188,-0.237,50.429
10:44,150.960,151.040,150.841,150.860,27945,151.838,150.750,150.666,150.664,150.753,150.917,-0.164,-0.222,47.703
10:45,150.840,150.890,150.710,150.860,20755,151.832,150.796,150.715,150.680,150.769,150.912,-0.143,-0.206,47.703
10:46,150.870,151.011,150.857,150.970,17278,151.828,150.874,150.772,150.694,150.800,150.917,-0.116,-0.188,51.426
10:47,151.040,151.040,150.850,150.941,17308,151.824,150.916,150.815,150.710,150.822,150.919,-0.097,-0.170,50.417
10:48,150.920,150.920,150.780,150.827,19972,151.819,150.892,150.840,150.731,150.823,150.912,-0.089,-0.154,46.515
